Rank;Country;Age;Birthday;Weight;Height;WL_17;T17;Earn17;Career_high;WL_career;T_career;Earn_career
FabianVanDerLans;1606;NED;22;1995.10.29;;;0-0;0;258;1135;0-0;0;5,034
PanuVirtanen;1606;FIN;21;1996.02.17;;;0-0;0;258;1464;0-0;0;3,618
EmmettWard;1606;USA;22;1995.05.04;;;0-0;0;258;1606;0-0;0;258
AlecWitmeur;1606;BEL;28;1989.07.30;;;0-0;0;258;1056;0-0;0;5,527
JaysonAmos;1694;USA;23;1994.12.06;;;0-0;0;690;1694;0-0;0;910
PabloAndujar;1694;ESP;31;1986.01.23;76;180;0-0;0;518;32;117-171;3;4,301,653
AitorAramburu;1694;MEX;26;1991.11.30;;;0-0;0;414;1694;0-0;0;1,903
IvarJoseAramburuContreras;1694;MEX;23;1994.03.21;75;;0-0;0;414;1457;0-0;0;5,722
FelipeAssuncaoGarla;1694;BRA;23;1994.06.13;;;0-0;0;414;1481;0-0;0;1,528
AlexanderBabanine;1694;AUS;23;1994.09.06;73;175;0-0;0;882;1375;0-0;0;4,360
MarcellBartakovics;1694;HUN;20;1997.10.19;;;0-0;0;414;1694;0-0;0;946
DominikBartels;1694;GER;25;1992.12.06;;;0-0;0;414;995;0-0;0;2,092
ManuelBellutti;1694;AUT;26;1991.12.23;;;0-0;0;414;1694;0-0;0;672
AlbertoBerbegalMoreno;1694;ESP;23;1994.05.04;;;0-0;0;414;1604;0-0;0;960
OlegBesednikov;1694;RUS;18;1999.01.20;;;0-0;0;414;1610;0-0;0;510
GageBrymer;1694;USA;22;1995.02.07;70;185;0-0;0;690;1497;0-0;0;5,410
SergiuIoanBucur;1694;ROU;20;1997.04.11;70;;0-0;0;414;1129;0-0;0;4,220
SammButler;1694;GBR;22;1995.02.09;;;0-0;0;366;1320;0-0;0;3,438
A.J.Catanzariti;1694;USA;22;1995.08.21;;;0-0;0;360;1403;0-0;0;3,488
NiccoloCatini;1694;ITA;20;1997.12.09;;;0-0;0;414;1676;0-0;0;558
LoicCloes;1694;BEL;19;1998.11.13;;;0-0;0;414;1527;0-0;0;1,204
RazvanMariusCodescu;1694;ROU;19;1998.08.14;;;0-0;0;414;1694;0-0;0;1,652
AlexanderCozbinov;1694;MDA;22;1995.04.28;;;0-0;0;778;1663;0-0;0;2,492
LleytonCronje;1694;RSA;17;2000.09.22;;;0-0;0;414;1648;0-0;0;510
PaoloDagnino;1694;ITA;20;1997.10.27;;;0-0;0;414;1694;0-0;0;782
PavleDaljev;1694;SRB;25;1992.02.23;;;0-0;0;518;1694;0-0;0;2,114
GaetanDeLovinfosse;1694;BEL;26;1991.09.05;;;0-0;0;216;771;0-0;0;10,039
YasithaDeSilva;1694;SRI;22;1995.07.03;;;0-0;0;414;1675;0-2;0;690
GabrielDiazFreire;1694;ESP;20;1997.10.24;;;0-0;0;586;1678;0-0;0;748
BogdanDidenko;1694;UKR;20;1997.06.30;;;0-0;0;1,086;1168;0-0;0;6,726
KaloyanDimitrov;1694;BUL;18;1999.10.07;;;0-0;0;414;1477;0-0;0;714
CarlosDivar;1694;ESP;19;1998.05.29;;;0-0;0;586;1491;0-0;0;2,058
SergeyDorozhkin;1694;RUS;24;1993.06.28;;;0-0;0;414;1565;0-0;0;1,325
DaneDunlap;1694;CAN;20;1997.08.12;;;0-0;0;414;1694;0-0;0;1,362
JulienEon;1694;FRA;22;1995.03.01;;;0-0;0;690;1666;0-0;0;884
MartinFekiac;1694;SVK;18;1999.06.15;;;0-0;0;414;1694;0-0;0;510
AlexandreFolie;1694;BEL;27;1990.01.31;82;191;0-0;0;414;334;0-0;0;71,523
LucFomba;1694;FRA;18;1999.02.22;;;0-0;0;414;1370;0-0;0;2,854
SanderGille;1694;BEL;26;1991.01.15;75;183;0-1;0;20,487;114;0-1;0;60,653
DanielGlancy;1694;IRL;29;1988.11.13;;;0-0;0;360;352;0-0;0;37,301
MarkoGolesBabic;1694;CRO;23;1994.08.27;;;0-0;0;366;1190;0-0;0;2,595
RubenGonzales;1694;PHI;32;1985.09.11;;;0-0;0;11,054;152;6-2;0;79,032
DamonGooch;1694;RSA;31;1986.07.11;78;188;0-0;0;1,380;833;0-0;0;20,480
Cheng-PengHsieh;1694;TPE;26;1991.09.22;80;180;0-3;0;38,980;100;0-9;0;103,349
AqeelKhan;1694;PAK;37;1980.01.30;;;1-0;0;930;613;20-14;0;16,902
LauriKiiski;1694;FIN;37;1980.10.10;;;0-0;0;320;300;2-1;0;41,293
Sang-YuopKim;1694;KOR;23;1994.09.01;;;0-0;0;414;1527;0-0;0;1,826
Woo-RamKim;1694;KOR;32;1985.08.07;;;0-0;0;414;987;0-0;0;10,551
SivaDeepKosaraju;1694;IND;18;1999.01.15;;;0-0;0;414;1645;0-0;0;522
LucasKrainer;1694;AUT;17;2000.10.12;;;0-0;0;414;1694;0-0;0;518
KarloKranic;1694;CRO;18;1999.04.23;;;0-0;0;414;1694;0-0;0;414
WarrenKuhn;1694;RSA;24;1993.10.22;;;0-0;0;414;1604;0-0;0;1,916
MarcusMansson;1694;SWE;22;1995.08.16;89;193;0-0;0;518;1438;0-0;0;5,696
WojciechMarek;1694;POL;16;2001.05.27;;;0-0;0;414;1678;0-0;0;468
HlebMaslau;1694;BLR;27;1990.06.09;;;0-0;0;414;1694;0-0;0;532
DiegoMatos;1694;BRA;29;1988.04.27;;;0-0;0;1,068;297;0-0;0;43,714
ToshihideMatsui;1694;JPN;39;1978.04.19;77;180;0-1;0;23,337;141;2-5;0;258,467
FabioMercuri;1694;ITA;23;1994.02.09;;;0-0;0;518;980;0-0;0;10,313
PedroMunafo;1694;ITA;25;1992.12.21;;;0-0;0;414;1694;0-0;0;1,582
MuzammilMurtaza;1694;PAK;18;1999.11.12;;;0-0;0;414;1610;0-0;0;522
DavidNorfeldt;1694;SWE;19;1998.03.20;;;0-0;0;690;1501;0-0;0;1,300
GuilhermeOsorio;1694;BRA;19;1998.09.27;;;0-0;0;414;1419;0-0;0;2,146
DavidPata;1694;ROU;19;1998.02.16;;;0-0;0;586;1663;0-0;0;726
AnastasiosPavlis;1694;GRE;24;1993.05.25;;;0-0;0;414;1553;0-0;0;2,536
HugoPierre;1694;FRA;21;1996.03.13;;;0-0;0;414;1676;0-0;0;710
SergeiPogosian;1694;RUS;19;1998.07.12;;;0-0;0;518;1608;0-0;0;622
GiorgioPortaluri;1694;ITA;27;1990.09.12;78;180;0-0;0;892;350;0-0;0;36,628
AntonioPrunerNeto;1694;BRA;18;1999.06.17;;;0-0;0;414;1610;0-0;0;468
AlessandroRagazzi;1694;ITA;21;1996.12.24;;;0-0;0;690;1678;0-0;0;816
StrahinjaRakic;1694;SRB;21;1996.03.30;;;0-0;0;342;997;0-0;0;7,673
LoicRatsaratany;1694;FRA;18;1999.05.31;;;0-0;0;414;1613;0-0;0;762
IgorSaoThiago;1694;BRA;19;1998.04.29;;;0-0;0;414;1694;0-0;0;608
BatyrSapaev;1694;UZB;26;1991.07.24;62;168;0-0;0;690;1172;0-0;0;6,671
ReneSchulte;1694;GER;28;1989.04.10;;;0-0;0;519;1113;0-0;0;1,449
AlexandreSidorenko;1694;FRA;29;1988.02.18;80;185;0-0;0;1,922;145;4-9;0;492,431
RiccardoSinicropi;1694;ITA;27;1990.09.12;;;0-0;0;681;367;0-0;0;69,106
MingChunAlanSou;1694;HKG;18;1999.01.12;;;0-0;0;414;1643;0-0;0;708
TomasStillman;1694;USA;25;1992.10.22;;;0-0;0;1,325;937;0-0;0;4,241
MartonSzappanos;1694;HUN;19;1998.12.03;;;0-0;0;414;1682;0-0;0;846
DanielTamir;1694;ISR;21;1996.04.14;;;0-0;0;414;1199;0-0;0;7,564
SuthinanTanthaseraneewat;1694;THA;21;1996.05.25;;;0-0;0;216;1445;0-0;0;3,067
ThiagoAgustinTirante;1694;ARG;16;2001.04.10;;;0-0;0;414;1694;0-0;0;614
LucaTomasetto;1694;ITA;21;1996.03.31;;;0-0;0;414;1312;0-0;0;3,872
AndreaTrapani;1694;ITA;18;1999.01.16;;;0-0;0;414;1694;0-0;0;572
VincentVandenHonert;1694;NED;24;1993.04.20;;;0-0;0;414;1069;0-0;0;7,964
YannickVerwater;1694;NED;17;2000.04.15;;;0-0;0;156;1643;0-0;0;764
OttoVirtanen;1694;FIN;16;2001.06.21;;;0-0;0;586;1694;0-0;0;1,226
MarcusWalters;1694;GBR;19;1998.04.03;;;0-0;0;414;1582;0-0;0;1,922
HaitongXia;1701;CHN;21;1996.01.08;70;185;0-0;0;586;1694;0-0;0;2,403
RichardYang;1694;AUS;19;1998.05.08;;;0-0;0;690;1346;0-0;0;2,738
ArsenijeZlatanovic;1694;SRB;28;1989.12.04;77;193;0-0;0;414;609;0-1;0;42,329
MohamedAboulkassem;1781;EGY;19;1998.01.26;;;0-0;0;674;1677;0-0;0;1,084
IznaurAkhmaev;1781;RUS;24;1993.03.26;80;183;0-0;0;570;1654;0-0;0;762
AbdulrahmanAlawadhi;1781;KUW;25;1992.02.17;0;0;0-1;0;366;1535;0-2;0;2,260
TomasAlmeida;1781;POR;18;1999.04.08;;;0-0;0;742;1666;0-0;0;1,280
DmytroBadanov;1781;UKR;29;1988.01.19;65;185;0-0;0;570;463;0-0;0;26,311
LucianoBetella;1781;ARG;22;1995.11.23;;;0-0;0;570;1494;0-0;0;4,464
MartinBlasko;1781;SVK;21;1996.01.07;75;183;0-0;0;570;601;0-0;0;13,923
AlexanderBrown;1781;USA;18;1999.05.02;91;198;0-0;0;950;1701;0-0;0;1,886
AntonioCampo;1781;ITA;24;1993.08.04;;;0-0;0;846;842;0-0;0;16,421
TadiwaChinamo;1781;ZIM;19;1998.04.18;;;0-0;0;570;1781;0-0;0;1,446
Jae-WonChoi;1781;KOR;28;1989.09.29;;;0-0;0;546;696;0-0;0;10,009
GabrielCiroDaSilva;1781;BRA;18;1999.08.04;;;0-0;0;570;1608;0-0;0;828
MiguelDiaz;1781;USA;22;1995.08.26;;;0-0;0;570;1604;0-0;0;828
FacundoDiazAcosta;1781;ARG;17;2000.12.15;;;0-0;0;570;1604;0-0;0;774
CarloDonato;1781;ITA;18;1999.04.03;;;0-0;0;674;1473;0-0;0;882
BrunoLucaFalettoUreta;1781;CHI;19;1998.04.07;;;0-0;0;312;1781;0-0;0;1,832
AnasFattar;1781;MAR;30;1987.05.12;;;0-0;0;570;599;0-1;0;42,425
JanGalka;1781;POL;18;1999.09.24;;;0-0;0;742;1781;0-0;0;982
PhilippeGelade;1781;BEL;21;1996.08.23;;;0-0;0;570;1775;0-0;0;1,682
Gaston-ArturoGrimolizzi;1781;ARG;31;1986.06.03;92;;0-0;0;570;361;0-0;0;54,010
NiklasGuttau;1781;GER;17;2000.01.03;;;0-0;0;570;1781;0-0;0;774
AlexHedman;1781;FIN;21;1996.02.23;;;0-0;0;674;1776;0-0;0;2,328
MatsHermans;1781;NED;21;1996.04.06;;;0-0;0;570;1781;0-0;0;2,268
RunhaoHua;1781;CHN;21;1996.03.06;69;185;0-0;0;520;1251;0-0;0;3,826
ArklonHuertasDelPinoCordova;1781;PER;23;1994.07.16;;;0-0;0;570;1669;0-0;0;624
MaciejJablonski;1781;POL;27;1990.12.14;;;0-0;0;570;1781;0-0;0;836
MehdiJdi;1781;MAR;29;1988.12.13;;;0-1;0;570;906;0-2;0;20,614
HendrikJebens;1781;GER;22;1995.08.08;91;196;0-0;0;270;1395;0-0;0;1,680
RimpeiKawakami;1781;JPN;17;2000.08.29;;;0-0;0;570;1781;0-0;0;674
LukaszKozielski;1781;POL;19;1998.06.30;;;0-0;0;738;1300;0-0;0;1,728
SameerKumar;1781;USA;20;1997.07.10;73;180;0-0;0;674;1258;0-0;0;2,700
JaycerLyeons;1781;USA;17;2000.11.16;;;0-0;0;414;1781;0-0;0;518
MaksimMalyshev;1781;RUS;25;1992.04.12;;;0-0;0;474;1003;0-0;0;9,043
AlexanderMannapov;1781;GER;22;1995.04.21;85;191;0-0;0;900;951;0-0;0;5,549
MichalMarko;1781;SVK;21;1996.05.12;;;0-0;0;526;1543;0-0;0;2,468
GuidoMarson;1781;ITA;18;1999.07.06;;;0-0;0;674;1781;0-0;0;782
YutaroMatsuzaki;1781;JPN;24;1993.08.30;62;168;0-0;0;978;933;0-0;0;2,926
RicardoDavidMayagoitia;1781;MEX;23;1994.06.19;70;147;0-0;0;216;1445;0-0;0;1,500
MichalMikula;1781;POL;17;2000.03.04;;;0-0;0;312;1485;0-0;0;882
JuanMontes;1781;COL;21;1996.10.05;73;;0-0;0;570;1286;0-0;0;8,957
FilippoMora;1781;ITA;19;1998.03.12;;;0-0;0;846;1751;0-0;0;1,664
DmitryMyagkov;1781;RUS;18;1999.02.10;;;0-0;0;570;1781;0-0;0;828
ArvidNordquist;1781;SWE;19;1998.06.08;84;185;0-0;0;950;1755;0-0;0;1,210
JordanParker;1781;USA;23;1994.02.07;79;183;0-0;0;950;1781;0-0;0;1,576
ChangweiPeng;1781;CHN;23;1994.02.16;;;0-0;0;742;1607;0-0;0;3,141
RowlandPhillips;1781;JAM;23;1994.01.23;;;0-0;0;816;1601;0-0;0;1,922
IvanPonomarenko;1781;RUS;17;2000.07.24;;;0-0;0;570;1604;0-0;0;828
LucasPoullain;1781;FRA;22;1995.12.05;;;0-0;0;720;911;0-0;0;3,984
MatheusPucinelliDeAlmeida;1781;BRA;16;2001.04.01;;;0-0;0;570;1604;0-0;0;762
FaisalQamar;1781;IND;18;1999.07.27;;;0-0;0;570;1781;0-0;0;948
ZhuoyangQiu;1781;CHN;21;1996.06.23;75;185;0-0;0;950;1293;0-0;0;18,777
AdrianoQuinti;1781;GER;29;1988.05.10;;;0-0;0;570;1548;0-0;0;4,664
MotveyRadionov;1781;ISR;20;1997.05.21;;;0-0;0;570;1441;0-0;0;5,806
CarlosRamirezUtermann;1781;MEX;22;1995.08.22;81;191;0-0;0;570;1021;0-0;0;11,891
GregorRamskogler;1781;AUT;19;1998.12.05;;;0-0;0;570;1781;0-0;0;2,260
OsmelRiveraGranja;1781;CUB;19;1998.06.16;;;0-0;0;570;1705;0-0;0;624
HarrisonScott;1781;CAN;20;1997.03.12;;;0-0;0;950;1405;0-0;0;3,372
AdrianSikora;1781;SVK;29;1988.07.05;;;0-0;0;366;352;0-0;0;111,886
AlexandrosSkorilas;1781;GRE;17;2000.03.16;;;0-0;0;570;1639;0-0;0;624
HenriSquire;1781;GER;17;2000.09.27;;;0-0;0;945;1781;0-0;0;1,085
YunosukeTanaka;1781;JPN;18;1999.03.03;70;175;0-0;0;465;1110;0-0;0;1,035
YugaTashiro;1781;JPN;20;1997.05.11;65;170;0-0;0;1,038;1726;0-0;0;1,092
ClayThompson;1781;USA;25;1992.05.04;86;198;0-0;0;430;760;0-0;0;30,004
SantiagoVillarruel;1781;ARG;21;1996.12.17;;;0-0;0;528;1293;0-0;0;4,582
FranciscoVittar;1781;ARG;18;1999.05.16;;;0-0;0;890;1610;0-0;0;1,768
ShiHongZeng;1781;CHN;20;1997.07.18;83;188;0-0;0;1,470;1582;0-0;0;3,428
AlexanderZgirovsky;1781;BLR;16;2001.07.10;;;0-0;0;570;1781;0-0;0;1,690
Ville-PetteriAhti;1849;FIN;22;1995.10.12;;;0-0;0;830;1726;0-0;0;1,478
JakobAichhorn;1849;AUT;19;1998.09.22;;;0-0;0;726;1849;0-0;0;2,008
ShaheedAlam;1849;SGP;19;1998.07.09;;;0-0;0;726;1844;0-0;0;942
DavidArgasinski;1849;POL;17;2000.08.14;75;178;0-0;0;1,002;1835;0-0;0;1,272
SimonBeaupain;1849;BEL;18;1999.05.18;;;0-0;0;726;1849;0-0;0;1,278
AnvitBendre;1849;IND;22;1995.02.27;73;175;0-0;0;2,130;576;0-0;0;14,736
AndreaBessire;1849;ITA;18;1999.04.25;;;0-0;0;726;1676;0-0;0;1,482
LorenzoBocchi;1849;ITA;20;1997.11.29;;;0-0;0;270;1495;0-0;0;1,416
RomanBoychuk;1849;UKR;21;1996.01.05;;;0-0;0;726;1701;0-0;0;1,474
ZhaoCai;1849;CHN;23;1994.07.05;70;175;0-0;0;816;1354;0-0;0;10,753
AndrewCarter;1849;USA;27;1990.03.28;73;170;0-0;0;2,675;797;0-0;0;29,256
PaulCayre;1849;FRA;22;1995.04.26;;;0-0;0;1,210;909;0-0;0;11,515
FranciscoComesana;1849;ARG;17;2000.10.06;;;0-0;0;312;1446;0-0;0;1,038
AntoineDamiens;1849;FRA;18;1999.03.15;;;0-0;0;830;1787;0-0;0;1,260
BesirDurguti;1849;MKD;24;1993.08.19;;;0-0;0;726;1231;0-0;0;9,164
YankiErel;1849;TUR;17;2000.09.25;;;0-0;0;996;1051;0-0;0;2,188
NicolasFerrando;1849;ARG;21;1996.06.25;;;0-0;0;726;1548;0-0;0;2,292
VladimirFilip;1849;ROU;22;1995.07.31;;;0-0;0;1,252;1386;0-0;0;5,642
AntonGalkin;1849;RUS;26;1991.12.24;80;188;0-0;0;726;671;0-0;0;24,764
RobertGalloway;1849;USA;25;1992.09.24;82;188;0-0;0;7,201;284;0-0;0;14,138
MaximGeraskin;1849;RUS;32;1985.11.26;;;0-0;0;726;1456;0-0;0;2,637
PiotrGrynkowski;1849;POL;25;1992.06.12;72;180;0-0;0;898;1246;0-0;0;4,490
SimohamedHirs;1849;MAR;20;1997.05.09;;;0-0;0;726;1798;0-0;0;3,008
SamuelHodor;1849;SVK;21;1996.07.18;;;0-0;0;726;1849;0-0;0;1,784
IvanKalinin;1849;RUS;20;1997.08.14;;;0-0;0;1,359;860;0-0;0;3,516
LevKazakov;1849;RUS;19;1998.09.18;82;191;0-0;0;726;1293;0-0;0;1,816
BastienKolly;1849;SUI;19;1998.05.04;;;0-0;0;726;1666;0-0;0;1,020
AleksandarKovacevic;1849;USA;19;1998.08.29;76;183;0-0;0;1,210;1849;0-0;0;2,160
PunnakritKritakara;1859;THA;24;1993.06.03;68;175;0-0;0;474;1461;0-0;0;9,183
MaximLanda;1849;DEN;21;1996.05.22;;;0-0;0;830;1473;0-0;0;1,092
BenjaminLoccisano;1849;GER;20;1997.03.08;;;0-0;0;726;1842;0-0;0;2,162
OscarMancineirasCornella;1849;ESP;22;1995.02.17;;;0-0;0;1,002;1527;0-0;0;2,102
TomohiroMasabayashi;1849;JPN;19;1998.03.05;;;0-0;0;366;1320;0-0;0;1,710
AidanMchugh;1849;GBR;17;2000.07.09;;;0-0;0;726;1772;0-0;0;830
FrancescoMoncagatto;1849;ITA;24;1993.06.21;69;178;0-0;0;2,996;445;0-0;0;12,823
JonathanMorr;1849;GER;19;1998.08.11;;;0-0;0;726;1522;0-0;0;1,772
DavidNguyen;1849;USA;28;1989.10.29;77;185;0-0;0;830;1218;0-0;0;1,946
KodyPearson;1849;AUS;18;1999.07.26;60;175;0-0;0;1,062;1089;0-0;0;6,160
MinhtuanPham;1849;VIE;24;1993.10.19;;;0-2;0;1,090;1711;0-4;0;2,174
GregPolmans;1849;AUS;17;2000.01.10;;;0-0;0;778;1270;0-0;0;1,712
NinoPortales;1849;FRA;21;1996.12.28;;;0-0;0;582;1092;0-0;0;6,231
YusufEbrahimAhmedQaed;1849;BRN;23;1994.07.15;;;0-0;0;726;1644;0-0;0;1,522
MauricioResendiz;1849;MEX;23;1994.12.09;79;180;0-0;0;726;1305;0-0;0;6,895
JoshuaRose;1849;GBR;18;1999.08.29;73;188;0-0;0;660;1587;0-0;0;1,490
KarlKiurSaar;1849;EST;21;1996.04.21;;;0-0;0;898;1749;0-0;0;2,180
EdoardoSardella;1849;ITA;20;1997.05.23;;;0-0;0;830;1793;0-0;0;1,932
LeoJulienSebaoun;1849;JPN;22;1995.04.06;;;0-0;0;726;1615;0-0;0;5,336
VazhaShubladze;1849;GEO;18;1999.09.05;;;0-0;0;1,002;1849;0-0;0;1,874
MateuszSmolicki;1849;POL;20;1997.10.10;76;188;0-0;0;1,325;495;0-0;0;4,814
ChandrilSood;1849;IND;26;1991.02.20;68;168;0-0;0;4,686;282;0-1;0;28,580
ChanchaiSookton-eng;1849;AUS;21;1996.08.25;72;178;0-0;0;1,038;1849;0-0;0;4,578
DaisukeSumizawa;1849;JPN;18;1999.01.31;;;0-0;0;864;1175;0-0;0;2,316
PetrosTsitsipas;1849;GRE;17;2000.07.27;;;0-0;0;726;1793;0-0;0;1,498
JosephImehUbon;1849;NGR;20;1997.05.09;;;0-0;0;1,210;1415;0-0;0;5,375
NikolayVylegzhanin;1849;RUS;17;2000.04.18;;;0-0;0;366;1535;0-0;0;1,092
JarrydWoog;1849;USA;23;1994.09.02;;;0-0;0;1,210;1849;0-0;0;3,179
YahorYatsyk;1849;BLR;25;1992.08.06;;;0-0;0;726;1106;0-0;0;14,274
AlexeyAleshchev;1906;RUS;19;1998.12.28;;;0-0;0;986;1867;0-0;0;2,100
Victor-MugurelAnagnastopol;1906;ROU;31;1986.03.23;0;0;0-0;0;2,080;295;1-2;0;42,429
YanBondarevskiy;1906;RUS;17;2000.03.17;;;0-0;0;882;1523;0-0;0;1,486
MaikelBorg;1906;NED;20;1997.08.14;;;0-0;0;718;1591;0-0;0;1,822
BrunoBritez;1906;PAR;19;1998.05.23;;;1-1;0;882;1905;2-2;0;936
IgnacioCarou;1906;ARG;18;1999.07.12;;;0-0;0;882;1858;0-0;0;1,574
VladAndreiDancu;1906;ROU;18;1999.03.08;;;0-0;0;1,263;1905;0-0;0;1,633
AlexandruDanes;1906;FRA;24;1993.11.06;82;188;0-0;0;882;1117;0-0;0;4,980
LluisDolz;1906;ESP;18;1999.06.03;;;0-0;0;1,090;1905;0-0;0;1,090
MaximilianoEstevez;1906;ARG;28;1989.05.18;82;191;0-0;0;993;329;0-0;0;99,980
MarkFynn;1906;ZIM;32;1985.04.16;75;183;0-0;0;1,707;531;1-3;0;24,689
XiaoGong;1906;CHN;25;1992.01.05;75;178;0-0;0;1,040;945;0-0;0;11,221
ShinnosukeHiramatsu;1906;JPN;21;1996.10.11;;;0-0;0;882;1906;0-0;0;2,200
AlexHunt;1906;NZL;24;1993.12.16;;;0-0;0;882;1784;0-0;0;1,296
PatcharapolKawin;1906;THA;20;1997.05.22;;;0-0;0;2,463;830;0-0;0;6,008
TimKopinski;1906;USA;24;1993.06.02;77;183;0-0;0;2,105;552;0-0;0;14,629
SandroKopp;1906;AUT;17;2000.05.26;;;0-0;0;882;1882;0-0;0;1,086
KrisKrawcewicz;1906;AUT;21;1996.04.30;;;0-0;0;882;1524;0-0;0;2,466
NatthasithKunsuwan;1906;THA;17;2000.02.23;;;0-0;0;1,054;1905;0-0;0;1,644
EdoardoLamberti;1906;ITA;21;1996.06.28;;;0-0;0;882;1828;0-0;0;2,791
GrigoriyLomakin;1906;KAZ;19;1998.03.18;78;198;0-0;0;1,986;1077;0-0;0;5,976
StefanMicov;1906;MKD;25;1992.08.12;;;0-0;0;312;820;0-0;0;11,871
ChristianOliveira;1906;BRA;18;1999.12.09;;;0-0;0;956;1046;0-0;0;2,566
ThomasOtu;1906;NGR;24;1993.11.30;;;0-0;0;1,470;1529;0-0;0;4,516
NebojsaPeric;1906;SRB;25;1992.08.18;80;185;0-0;0;826;569;0-0;0;10,626
AaroPollanen;1906;FIN;19;1998.04.07;;;0-0;0;402;1518;0-0;0;3,472
DanielRabas;1906;CZE;19;1998.01.29;;;0-0;0;2,143;1644;0-0;0;3,307
PhilippSchroll;1906;AUT;21;1996.06.12;;;0-0;0;690;1094;0-0;0;5,244
DominikSproch;1906;SVK;24;1993.07.23;;;0-0;0;2,027;1565;0-0;0;10,870
DhakshineswarSuresh;1906;IND;17;2000.03.29;66;193;0-0;0;882;1558;0-0;0;1,646
LuisValero;1906;COL;21;1996.06.05;72;183;0-0;0;1,974;1427;0-0;0;4,850
ThibaultVenturino;1906;FRA;28;1989.04.29;72;175;0-0;0;1,535;847;0-0;0;15,343
JoseVonHafePerez;1906;POR;19;1998.10.11;;;0-0;0;1,158;1905;0-0;0;1,158
YannWojcik;1906;POL;21;1996.11.29;74;185;0-0;0;624;1619;0-0;0;3,591
IvanYatsuk;1906;USA;17;2000.07.24;87;196;0-0;0;882;1905;0-0;0;1,190
OmerYeshaya;1906;ISR;18;1999.05.15;;;0-0;0;882;1543;0-0;0;3,308
FarzinDannyAmiri;1943;USA;22;1995.11.04;;;0-0;0;474;1270;0-0;0;7,784
AlejandroArtunedo;1943;ESP;21;1996.07.31;;;0-0;0;684;1609;0-0;0;5,368
FrancoDavidAubone;1943;ARG;18;1999.10.16;;;0-0;0;786;1277;0-0;0;2,330
NicolasBacella;1943;ARG;19;1998.01.14;;;0-0;0;1,038;1555;0-0;0;2,178
RobertCarter;1943;GBR;24;1993.07.13;;;0-0;0;720;1354;0-0;0;10,836
ScottClayton;1943;GBR;23;1994.02.11;75;183;1-2;0;24,636;142;1-2;0;55,654
PetarConkic;1943;SRB;21;1996.05.17;70;175;0-0;0;573;1119;0-0;0;14,001
VladAndreiDumitru;1943;ROU;20;1997.05.09;;;0-0;0;1,142;1943;0-0;0;4,117
ScottDuncan;1943;GBR;23;1994.08.21;;;0-0;0;730;1352;0-0;0;3,462
RoyHobbs;1943;SIN;28;1989.08.13;70;183;0-0;0;1,038;1346;0-0;0;8,491
MartimLeotePrata;1943;POR;17;2000.08.26;;;0-0;0;742;1270;0-0;0;1,948
YuqingNing;1943;CHN;23;1994.05.09;70;178;0-0;0;866;546;0-1;0;29,258
KazukiNishiwaki;1943;JPN;23;1994.10.29;70;178;0-0;0;1,142;1497;0-0;0;1,744
XiQi;1943;CHN;21;1996.08.09;70;180;0-0;0;1,522;1147;0-0;0;12,165
RiccardoRoberto;1943;ITA;20;1997.10.01;75;180;0-0;0;634;1591;0-0;0;3,050
OllySadler;1943;NZL;22;1995.10.11;;;0-0;0;1,418;1473;0-0;0;2,782
ChristofferSolberg;1943;SWE;23;1994.02.01;70;175;0-0;0;1,142;830;0-0;0;12,390
IsaacStoute;1943;GBR;21;1996.04.12;;;0-0;0;1,142;1943;0-0;0;3,324
CliffordEnosoregbe;1961;NGR;27;1990.10.19;;;0-0;0;1,782;1043;0-0;0;11,726
WashiGervais;1961;CAN;23;1994.04.21;88;188;0-0;0;1,678;1543;0-0;0;4,500
DominikLangmajer;1961;CZE;18;1999.08.21;;;0-0;0;1,194;1957;0-0;0;1,392
PatrickMayer;1961;GER;23;1994.01.05;;;0-0;0;1,104;1209;0-0;0;3,192
MatveyMinin;1961;RUS;16;2001.06.28;;;0-0;0;1,506;1876;0-0;0;1,506
FrancoRibero;1961;ARG;18;1999.09.09;82;188;0-0;0;986;1428;0-0;0;3,112
Li-WieTan;1961;TPE;22;1995.09.03;80;180;0-0;0;1,678;1441;0-0;0;5,038
GianlucaAcquaroli;1968;ITA;23;1994.10.27;;;0-0;0;1,454;1620;0-0;0;2,672
VasishtCheruku;1968;IND;18;1999.06.14;;;0-0;0;552;1493;0-0;0;2,966
SylvesterEmmanuel;1968;NGR;19;1998.04.04;;;0-0;0;1,228;867;0-0;0;6,853
StamatisKapiris;1968;GRE;18;1999.06.02;;;0-0;0;1,350;1524;0-0;0;2,064
PhongsapakKerdlaphee;1968;THA;19;1998.05.07;;;0-0;0;1,350;1768;0-0;0;2,580
LucasVuradin;1968;AUS;18;1999.01.26;64;173;0-0;0;2,042;1968;0-0;0;3,604
HaoWu;1968;CHN;20;1997.02.14;83;191;0-0;0;2,194;974;0-0;0;6,610
GlebAlekseenko;1975;UKR;34;1983.05.19;85;191;0-0;0;1,454;609;0-0;0;51,294
DavidJuras;1975;SVK;18;1999.11.21;;;0-0;0;1,610;1458;0-0;0;2,276
PatrikObal;1975;SVK;21;1996.06.20;;;0-0;0;508;1535;0-0;0;3,752
AgustinSuarezGonzalez;1975;ARG;24;1993.04.13;;;0-0;0;948;1531;0-0;0;4,834
